# /Users/virpatel/projects/vanderbilt-summer-2014/computing_age/ProteinHistorian/age_enrichment_analysis.py -l /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt /Users/virpatel/projects/vanderbilt-summer-2014/main_script/disease_mirnas/Carcinoma,-Basal-Cell.txt 2015-01-18 21:10:04.421402
#
# AGE_LABEL_FILE = /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt
# PHYLO_PROFILE_FILE = None
# POI1_NAME = Carcinoma,-Basal-Cell
# POI2_NAME = Background
# OUTPUT_NAME = mirbase_method2_ages--Carcinoma,-Basal-Cell--Background
# OUTPUT_DIR = results/enrichment/mirbase_method2_ages--Carcinoma,-Basal-Cell--Background/
#
# MISSING_POI = error
# MULTI_CORRECT = False
# PLOT_TYPE = bar
# SCALE_X = False
#
#protein	age	label
hsa-mir-125a	937.0	937.0
hsa-mir-18b	535.7	535.7
hsa-mir-17	535.7	535.7
hsa-mir-2861	89.1	89.1
hsa-mir-145	535.7	535.7
hsa-mir-106b	535.7	535.7
hsa-mir-29c	910.0	910.0
hsa-mir-182	910.0	910.0
hsa-mir-183	842.0	842.0
hsa-mir-542	97.4	97.4
hsa-mir-18a	535.7	535.7
hsa-mir-181d	535.7	535.7
hsa-mir-572	29.6	29.6
hsa-mir-140	454.6	454.6
hsa-mir-181c	535.7	535.7
hsa-mir-139	454.6	454.6
hsa-mir-19b-2	535.7	535.7
hsa-mir-19b-1	535.7	535.7
hsa-mir-378b	97.4	97.4
hsa-mir-638	29.6	29.6
hsa-mir-93	535.7	535.7
hsa-mir-455	454.6	454.6
